User_ID,Age,Gender,Age Group,Category,Profession_Type,Daily_Screen_Time,Social_Media_Time,Study_Time,Entertainment_Time,Device_Before_Sleep,Sleep_Hours,Sleep_Quality,Stress_Level,Eye_Strain,Physical_Activity,Productivity_Level,Academic_Performance,Concentration_Level
179,24,Female,Adult,Non-Working,Homemaker,9.5,3.7,0.2,9.3,No,6.4,Average,1,Yes,0.5,Low,38,10
180,25,Male,Adult,Non-Working,Unemployed,7.1,3.4,1.3,5.8,Yes,6.9,Average,8,Yes,0.7,High,29,9
181,37,Female,Adult,Working,Government,5.9,0.6,2.7,3.2,No,7.4,Good,8,No,0.4,Low,97,10
182,44,Male,Adult,Non-Working,Homemaker,9.4,0.6,1.5,7.9,No,7.7,Good,5,Yes,1.0,High,2,2
183,76,Female,Senior,Non-Working,Unemployed,9.5,4.8,3.0,6.5,No,5.2,Average,7,Yes,2.2,High,6,9
184,25,Male,Adult,Non-Working,Homemaker,6.2,4.5,2.4,3.8,Yes,4.4,Poor,3,Yes,0.8,Medium,74,7
185,78,Male,Senior,Non-Working,Retired,2.1,3.3,2.0,0.5,Yes,6.5,Average,8,No,2.1,High,75,2
186,19,Female,Teen,Student,School Student,6.2,4.9,1.1,5.1,Yes,8.0,Good,3,Yes,2.3,Low,60,8
187,36,Female,Adult,Working,Government,8.1,4.2,2.8,5.3,No,8.2,Good,4,Yes,1.8,Low,57,9
188,22,Male,Adult,Non-Working,Retired,3.9,1.0,3.4,0.5,No,5.9,Average,5,No,0.2,High,18,10
189,57,Male,Adult,Working,Healthcare,3.4,1.5,4.5,0.5,Yes,4.7,Poor,4,No,1.4,High,20,9
190,79,Female,Senior,Working,Corporate,9.2,1.6,3.1,6.1,Yes,6.7,Average,6,Yes,1.8,Medium,39,8
191,14,Male,Teen,Non-Working,Retired,3.0,1.1,4.3,0.5,Yes,4.2,Poor,3,No,1.7,Low,29,2
192,19,Male,Teen,Non-Working,Homemaker,6.4,3.1,1.7,4.7,Yes,7.0,Good,8,Yes,0.4,High,26,2
193,21,Male,Adult,Student,School Student,7.0,4.6,3.2,3.8,Yes,5.2,Average,6,Yes,2.1,High,74,9
194,74,Male,Senior,Non-Working,Retired,3.9,3.7,3.0,0.9,Yes,6.6,Average,10,No,2.1,High,4,7
195,42,Male,Adult,Working,Education,2.3,4.5,0.1,2.2,Yes,7.3,Good,4,No,1.2,Low,55,7
196,58,Female,Adult,Working,Education,3.9,4.0,2.6,1.3,Yes,8.5,Good,2,No,2.0,Low,56,6
197,21,Female,Adult,Student,College Student,2.9,2.5,5.0,0.5,No,5.0,Average,1,No,2.1,Low,60,7
198,39,Male,Adult,Working,Healthcare,2.1,4.4,3.9,0.5,No,6.8,Average,8,No,1.1,Medium,59,4
199,62,Female,Senior,Non-Working,Homemaker,3.8,2.0,1.8,2.0,No,6.6,Average,3,No,2.0,High,95,6
200,59,Female,Adult,Working,Freelancer,4.3,3.9,1.6,2.7,Yes,6.4,Average,1,No,2.2,Low,85,8
201,64,Female,Senior,Working,Education,4.6,3.2,1.2,3.4,No,6.4,Average,6,No,0.3,Low,60,9
202,18,Male,Teen,Non-Working,Retired,7.4,4.3,2.6,4.8,Yes,7.2,Good,1,Yes,0.3,High,21,6
203,42,Female,Adult,Non-Working,Homemaker,9.0,3.0,1.6,7.4,No,7.3,Good,4,Yes,2.4,Low,23,4
204,15,Male,Teen,Student,College Student,7.6,3.8,2.4,5.2,No,5.2,Average,10,Yes,1.1,Low,76,4
205,53,Male,Adult,Non-Working,Retired,3.8,3.2,3.8,0.5,Yes,8.4,Good,10,No,1.1,Medium,20,6
206,73,Male,Senior,Non-Working,Unemployed,4.6,3.8,4.2,0.5,No,7.3,Good,2,No,0.3,High,19,10
207,61,Male,Senior,Working,Business,8.3,1.1,4.1,4.2,Yes,5.8,Average,7,Yes,1.0,Medium,1,8
208,52,Male,Adult,Working,Business,2.1,2.0,3.5,0.5,No,4.6,Poor,8,No,0.4,High,84,3
209,34,Male,Adult,Non-Working,Retired,3.6,2.2,0.7,2.9,No,6.6,Average,6,No,1.6,Low,47,9
210,40,Female,Adult,Non-Working,Unemployed,5.9,2.0,0.1,5.8,No,4.9,Poor,1,No,0.2,High,34,2
211,38,Female,Adult,Working,Freelancer,6.9,1.8,2.1,4.8,No,5.8,Average,8,Yes,1.9,Medium,35,5
212,74,Female,Senior,Non-Working,Homemaker,9.4,1.9,0.1,9.3,No,6.5,Average,3,Yes,0.6,Medium,1,3
213,11,Male,Child,Student,School Student,6.2,1.4,2.9,3.3,No,5.5,Average,5,Yes,1.4,High,61,7
214,71,Female,Senior,Working,Corporate,2.2,2.2,3.1,0.5,No,7.0,Good,8,No,0.3,Low,22,10
215,22,Female,Adult,Student,School Student,5.9,1.6,0.3,5.6,No,4.7,Poor,3,No,2.1,Medium,71,4
216,18,Male,Teen,Non-Working,Homemaker,3.4,2.3,3.4,0.5,No,6.7,Average,9,No,2.4,Medium,41,3
217,63,Male,Senior,Working,Education,5.9,3.4,2.9,3.0,Yes,6.3,Average,8,No,0.1,Medium,45,9
218,11,Male,Child,Student,College Student,8.7,1.5,0.1,8.6,Yes,4.9,Poor,5,Yes,2.4,Medium,92,4
219,73,Male,Senior,Non-Working,Retired,2.8,3.3,1.3,1.5,No,8.8,Good,3,No,1.4,Low,28,8
220,56,Female,Adult,Non-Working,Retired,8.7,3.4,3.0,5.7,Yes,4.4,Poor,7,Yes,1.8,High,87,2
221,58,Male,Adult,Working,Corporate,6.2,0.7,0.8,5.4,No,7.7,Good,5,Yes,0.2,Low,28,3
222,32,Male,Adult,Working,Business,3.3,4.5,1.9,1.4,Yes,5.7,Average,1,No,2.1,Low,28,3
223,26,Male,Adult,Working,Government,9.3,2.3,0.1,9.2,No,6.4,Average,4,Yes,2.3,Medium,5,9
224,36,Male,Adult,Working,Government,5.5,2.9,2.3,3.2,Yes,4.5,Poor,3,No,1.6,Low,47,4
225,71,Female,Senior,Non-Working,Homemaker,6.9,2.3,3.1,3.8,No,8.2,Good,9,Yes,1.5,High,31,6
226,49,Female,Adult,Working,Healthcare,4.5,2.2,3.1,1.4,No,5.8,Average,4,No,1.5,Medium,33,6
227,71,Male,Senior,Non-Working,Unemployed,2.7,4.6,3.8,0.5,Yes,6.8,Average,5,No,0.2,Low,77,4
228,61,Male,Senior,Working,Corporate,2.4,4.2,1.7,0.7,Yes,5.9,Average,1,No,0.1,Medium,49,5
229,58,Female,Adult,Non-Working,Homemaker,5.2,4.4,3.3,1.9,No,4.8,Poor,6,No,2.3,High,44,6
230,31,Female,Adult,Non-Working,Homemaker,8.9,0.9,3.7,5.2,No,4.9,Poor,8,Yes,0.2,Medium,83,10
231,16,Female,Teen,Non-Working,Homemaker,7.3,2.0,2.0,5.3,Yes,5.7,Average,3,Yes,1.0,Low,95,10
232,53,Female,Adult,Non-Working,Retired,3.9,1.3,4.8,0.5,Yes,4.1,Poor,2,No,2.3,Low,90,2
233,66,Male,Senior,Non-Working,Homemaker,7.8,3.7,4.7,3.1,No,8.2,Good,3,Yes,1.3,Medium,57,9
234,72,Female,Senior,Working,Freelancer,2.6,1.2,4.2,0.5,No,8.1,Good,1,No,1.8,Medium,96,9
235,15,Female,Teen,Non-Working,Unemployed,4.0,4.1,2.2,1.8,No,5.6,Average,5,No,1.6,High,34,3
236,26,Male,Adult,Working,Government,3.6,4.5,1.4,2.2,Yes,7.5,Good,4,No,1.3,High,44,8
237,33,Female,Adult,Non-Working,Unemployed,9.5,3.5,2.5,7.0,Yes,4.8,Poor,2,Yes,2.2,Low,64,10
238,28,Male,Adult,Non-Working,Homemaker,7.7,2.7,4.1,3.6,No,6.9,Average,4,Yes,1.3,Low,83,7
239,56,Male,Adult,Working,Corporate,3.5,4.2,3.6,0.5,Yes,4.4,Poor,1,No,0.3,High,87,9
240,34,Male,Adult,Working,Healthcare,8.1,1.5,2.4,5.7,No,8.8,Good,8,Yes,1.4,Low,50,9
241,79,Male,Senior,Non-Working,Retired,6.5,1.9,3.8,2.7,Yes,6.3,Average,5,Yes,2.4,Medium,38,9
242,26,Male,Adult,Working,Corporate,3.4,1.3,1.3,2.1,No,6.8,Average,1,No,0.8,High,65,9
243,29,Female,Adult,Working,Government,7.5,2.7,4.5,3.0,Yes,5.7,Average,8,Yes,1.1,High,94,5
244,35,Female,Adult,Working,Freelancer,7.4,4.4,3.0,4.4,No,7.9,Good,9,Yes,2.5,High,32,10
245,53,Female,Adult,Working,Freelancer,4.0,1.6,0.5,3.5,No,8.8,Good,4,No,2.3,High,79,8
246,72,Male,Senior,Non-Working,Retired,8.3,1.2,3.0,5.3,No,8.4,Good,4,Yes,2.5,Medium,86,6
247,62,Male,Senior,Working,Corporate,5.1,2.7,3.4,1.7,No,5.6,Average,10,No,1.1,High,22,8
248,44,Male,Adult,Working,Business,4.8,1.0,0.9,3.9,Yes,6.6,Average,1,No,0.5,Medium,14,7
249,14,Male,Teen,Student,School Student,8.8,2.1,2.1,6.7,No,7.8,Good,6,Yes,1.7,High,71,2
250,47,Female,Adult,Non-Working,Homemaker,3.7,0.5,0.7,3.0,Yes,5.9,Average,8,No,0.8,High,74,9
251,35,Female,Adult,Working,Education,5.0,0.8,4.0,1.0,No,9.0,Good,2,No,1.3,High,96,9
252,71,Female,Senior,Working,Corporate,4.7,1.3,3.0,1.7,No,5.0,Average,10,No,2.5,High,11,7
253,65,Female,Senior,Working,Healthcare,2.4,1.2,2.1,0.5,No,5.6,Average,6,No,2.0,Low,13,10
254,73,Male,Senior,Working,Corporate,7.2,4.3,4.5,2.7,No,6.4,Average,1,Yes,0.6,Low,86,4
255,53,Male,Adult,Working,Business,3.9,3.8,5.0,0.5,Yes,4.2,Poor,4,No,0.7,Medium,19,10
256,48,Female,Adult,Working,Government,6.8,2.3,2.4,4.4,No,5.7,Average,4,Yes,0.6,Low,45,2
257,62,Male,Senior,Non-Working,Unemployed,7.7,4.8,2.3,5.4,No,6.1,Average,8,Yes,1.8,Low,95,4
258,27,Female,Adult,Non-Working,Homemaker,3.7,1.3,3.3,0.5,No,8.4,Good,5,No,2.2,High,27,7
259,73,Male,Senior,Working,Government,3.0,3.0,2.0,1.0,No,8.6,Good,9,No,0.4,Low,65,6
260,35,Male,Adult,Working,Healthcare,5.0,4.3,0.3,4.7,No,4.5,Poor,9,No,2.1,High,20,10
261,11,Male,Child,Student,College Student,9.7,3.6,4.3,5.4,No,4.9,Poor,9,Yes,1.7,Low,61,7
262,43,Female,Adult,Non-Working,Unemployed,3.3,0.5,1.2,2.1,Yes,7.3,Good,5,No,2.2,High,6,10
263,79,Male,Senior,Non-Working,Retired,9.6,1.4,1.0,8.6,No,7.0,Good,7,Yes,0.3,Medium,12,5
264,80,Male,Senior,Working,Business,9.7,4.1,4.1,5.6,Yes,8.5,Good,3,Yes,2.2,High,19,7
265,65,Female,Senior,Non-Working,Homemaker,6.2,3.3,2.8,3.4,No,6.8,Average,5,Yes,0.8,Medium,22,7
266,77,Male,Senior,Non-Working,Unemployed,5.0,2.5,2.2,2.8,Yes,6.4,Average,3,No,1.5,Low,47,2
267,30,Male,Adult,Non-Working,Homemaker,8.0,3.6,0.2,7.8,No,4.9,Poor,5,Yes,1.8,High,97,5
268,30,Male,Adult,Working,Education,8.8,3.0,3.7,5.1,No,6.6,Average,3,Yes,1.6,Low,77,8
269,58,Male,Adult,Non-Working,Homemaker,7.2,3.5,0.5,6.7,No,9.0,Good,7,Yes,0.6,Low,3,7
270,63,Male,Senior,Non-Working,Unemployed,7.7,4.9,4.3,3.4,Yes,4.2,Poor,2,Yes,1.9,Low,37,4
271,17,Female,Teen,Non-Working,Homemaker,6.5,2.7,2.3,4.2,Yes,6.6,Average,2,Yes,2.4,High,89,10
272,31,Male,Adult,Working,Freelancer,2.6,3.5,4.8,0.5,Yes,6.1,Average,9,No,1.5,Medium,65,5
273,41,Female,Adult,Working,Business,6.0,3.5,0.1,5.9,Yes,4.7,Poor,4,No,2.0,Low,88,2
274,42,Female,Adult,Non-Working,Homemaker,6.2,1.1,4.0,2.2,No,5.3,Average,8,Yes,1.0,Medium,84,8
275,51,Male,Adult,Working,Education,9.5,4.8,1.0,8.5,No,6.5,Average,7,Yes,1.3,Low,65,2
276,20,Female,Adult,Student,College Student,5.1,4.7,2.0,3.1,Yes,7.2,Good,10,No,1.4,High,70,2
277,11,Male,Child,Non-Working,Retired,6.8,2.5,3.9,2.9,No,6.2,Average,2,Yes,0.3,High,81,7
278,39,Female,Adult,Working,Corporate,2.9,3.0,4.6,0.5,Yes,6.2,Average,3,No,0.9,Low,0,3
279,79,Female,Senior,Working,IT Services,7.2,2.7,4.6,2.6,Yes,8.1,Good,5,Yes,0.3,High,86,7
280,43,Female,Adult,Working,Education,8.4,3.3,4.0,4.4,Yes,4.3,Poor,2,Yes,2.1,High,37,6
281,78,Male,Senior,Working,Freelancer,7.1,1.7,4.7,2.4,Yes,7.5,Good,3,Yes,1.5,High,6,3
282,58,Male,Adult,Working,IT Services,7.6,2.2,3.2,4.4,No,6.3,Average,1,Yes,0.3,High,15,5
283,23,Female,Adult,Working,Healthcare,5.2,4.5,3.6,1.6,Yes,5.0,Average,9,No,1.9,Medium,24,5
284,39,Female,Adult,Non-Working,Retired,3.0,3.4,4.2,0.5,Yes,7.2,Good,10,No,0.9,High,64,3
285,56,Female,Adult,Working,Corporate,6.2,2.4,1.6,4.6,No,5.2,Average,1,Yes,2.0,Medium,58,3
286,77,Male,Senior,Non-Working,Retired,8.5,3.6,1.5,7.0,Yes,7.5,Good,10,Yes,1.4,High,70,8
287,23,Female,Adult,Non-Working,Retired,3.6,4.2,2.3,1.3,Yes,5.1,Average,9,No,1.1,High,35,8
288,39,Male,Adult,Non-Working,Retired,7.5,2.6,2.5,5.0,No,4.2,Poor,6,Yes,1.7,High,15,5
289,32,Male,Adult,Non-Working,Unemployed,3.6,1.7,5.0,0.5,Yes,6.8,Average,1,No,1.9,High,23,5
290,43,Female,Adult,Working,Healthcare,5.6,3.2,1.6,4.0,No,7.1,Good,9,No,0.7,Medium,63,5
291,65,Female,Senior,Non-Working,Homemaker,8.1,4.7,4.6,3.5,Yes,8.3,Good,6,Yes,1.7,Medium,63,9
292,38,Male,Adult,Non-Working,Retired,4.7,3.6,3.6,1.1,No,4.8,Poor,4,No,0.7,Medium,21,3
293,55,Female,Adult,Non-Working,Retired,8.1,2.2,0.5,7.6,No,5.6,Average,3,Yes,1.4,Low,56,7
294,15,Male,Teen,Student,School Student,7.6,2.8,2.9,4.7,No,4.9,Poor,8,Yes,1.9,Low,60,10
295,35,Male,Adult,Non-Working,Homemaker,4.1,1.5,5.0,0.5,No,6.5,Average,8,No,0.4,Low,51,4
296,51,Male,Adult,Working,Healthcare,9.3,1.6,3.3,6.0,Yes,4.4,Poor,9,Yes,1.9,Low,55,8
297,56,Female,Adult,Non-Working,Retired,9.4,4.2,2.6,6.8,No,4.2,Poor,8,Yes,1.5,High,95,7
298,63,Female,Senior,Non-Working,Retired,9.1,4.0,1.0,8.1,Yes,7.4,Good,10,Yes,0.5,Low,9,9
299,73,Female,Senior,Working,IT Services,4.0,3.9,3.1,0.9,Yes,7.6,Good,1,No,1.0,Medium,15,10
300,33,Female,Adult,Non-Working,Retired,6.5,4.9,4.2,2.3,No,7.9,Good,3,Yes,2.0,High,86,7
301,62,Male,Senior,Working,Government,4.8,1.0,1.8,3.0,No,8.2,Good,6,No,2.1,High,39,6
302,65,Female,Senior,Working,Education,9.0,3.7,2.1,6.9,Yes,6.2,Average,9,Yes,0.2,High,4,10
303,51,Male,Adult,Non-Working,Unemployed,6.5,3.8,3.1,3.4,Yes,6.8,Average,5,Yes,0.9,High,49,8
304,20,Female,Adult,Student,School Student,6.9,3.1,4.0,2.9,No,4.1,Poor,8,Yes,1.1,Low,75,6
305,79,Male,Senior,Working,Freelancer,8.2,1.8,2.5,5.7,Yes,4.9,Poor,9,Yes,0.6,Medium,20,8
306,46,Female,Adult,Non-Working,Retired,9.5,4.5,3.6,5.9,No,8.9,Good,6,Yes,2.2,Medium,80,7
307,32,Male,Adult,Working,IT Services,7.1,3.2,2.5,4.6,Yes,7.5,Good,5,Yes,2.0,High,20,5
308,67,Male,Senior,Working,Government,6.7,1.9,0.7,6.0,No,7.2,Good,4,Yes,2.0,Medium,48,5
309,30,Female,Adult,Working,Freelancer,9.6,3.9,3.9,5.7,Yes,5.8,Average,1,Yes,1.4,High,50,3
310,46,Female,Adult,Working,Healthcare,8.2,1.8,0.9,7.3,Yes,6.3,Average,2,Yes,0.3,High,17,7
311,22,Male,Adult,Student,School Student,5.9,3.7,3.4,2.5,Yes,8.4,Good,5,No,0.5,Medium,60,2
312,66,Female,Senior,Working,Business,10.0,5.0,4.2,5.8,Yes,4.4,Poor,1,Yes,0.5,Low,98,8
313,17,Female,Teen,Student,School Student,5.8,2.0,2.0,3.8,No,6.4,Average,1,No,2.3,Medium,95,5
314,69,Female,Senior,Working,Healthcare,7.3,3.7,4.2,3.1,Yes,4.5,Poor,6,Yes,2.4,High,66,3
315,68,Female,Senior,Non-Working,Homemaker,4.6,1.8,3.1,1.5,Yes,6.2,Average,1,No,0.4,High,29,9
316,33,Female,Adult,Working,Freelancer,6.2,3.9,0.1,6.1,Yes,7.8,Good,1,Yes,0.3,High,79,9
317,34,Male,Adult,Non-Working,Homemaker,3.9,2.4,0.3,3.6,Yes,6.1,Average,1,No,2.3,Low,57,7
318,31,Female,Adult,Non-Working,Unemployed,5.3,2.2,1.4,3.9,Yes,7.6,Good,6,No,0.8,Medium,47,8
319,78,Male,Senior,Non-Working,Homemaker,8.8,4.4,2.1,6.7,No,5.2,Average,4,Yes,1.4,High,8,4
320,58,Female,Adult,Working,Healthcare,9.8,0.8,3.6,6.2,Yes,6.4,Average,8,Yes,0.9,High,56,2
321,11,Male,Child,Student,School Student,4.9,3.1,4.3,0.6,Yes,4.4,Poor,3,No,0.9,High,80,8
322,10,Male,Child,Student,School Student,8.0,2.1,2.3,5.7,No,4.1,Poor,5,Yes,0.6,High,64,4
323,50,Male,Adult,Non-Working,Homemaker,6.6,2.7,2.5,4.1,No,4.8,Poor,10,Yes,2.2,Low,9,4
324,37,Male,Adult,Working,Corporate,4.1,4.3,2.8,1.3,Yes,6.4,Average,9,No,0.5,High,33,7
325,59,Male,Adult,Working,IT Services,3.6,2.1,4.2,0.5,No,8.4,Good,7,No,1.9,Low,63,7
326,76,Male,Senior,Non-Working,Retired,5.6,2.4,0.6,5.0,Yes,5.4,Average,10,No,0.1,Low,4,9
327,68,Male,Senior,Working,IT Services,5.5,1.8,0.1,5.4,Yes,7.7,Good,9,No,1.0,High,69,10
328,42,Female,Adult,Non-Working,Retired,9.0,2.0,4.7,4.3,No,6.5,Average,4,Yes,1.3,Medium,27,2
329,35,Male,Adult,Working,Government,3.7,4.4,1.5,2.2,No,8.8,Good,3,No,2.5,Medium,3,3
330,64,Male,Senior,Working,Government,6.7,3.0,0.4,6.3,Yes,5.7,Average,2,Yes,2.3,Medium,78,6
331,29,Male,Adult,Working,IT Services,8.8,2.0,3.3,5.5,Yes,6.9,Average,10,Yes,1.0,Low,98,3
332,36,Female,Adult,Working,Freelancer,9.6,1.4,4.0,5.6,Yes,5.7,Average,3,Yes,1.0,High,62,9
333,54,Male,Adult,Working,Business,8.8,4.7,0.9,7.9,No,5.7,Average,6,Yes,2.1,High,64,7
334,58,Male,Adult,Working,IT Services,5.2,4.1,0.5,4.7,No,8.4,Good,3,No,0.5,Low,19,2
335,31,Male,Adult,Working,IT Services,7.5,0.7,4.6,2.9,Yes,6.1,Average,4,Yes,1.9,High,13,4
336,64,Female,Senior,Non-Working,Unemployed,2.2,4.2,2.0,0.5,Yes,5.5,Average,3,No,0.8,High,24,7
337,11,Female,Child,Student,School Student,7.6,2.1,4.5,3.1,No,4.1,Poor,8,Yes,0.3,High,70,9
338,26,Male,Adult,Working,Government,8.8,3.3,1.2,7.6,Yes,4.5,Poor,4,Yes,2.4,Low,89,9
339,70,Male,Senior,Non-Working,Retired,2.8,2.6,4.8,0.5,Yes,8.3,Good,8,No,1.5,Low,81,5
340,56,Male,Adult,Working,Corporate,8.5,2.6,4.3,4.2,Yes,5.4,Average,10,Yes,0.4,High,37,3
341,44,Female,Adult,Non-Working,Homemaker,6.1,2.6,2.3,3.8,Yes,4.1,Poor,7,Yes,1.3,High,23,8
342,18,Female,Teen,Non-Working,Unemployed,5.2,4.0,2.0,3.2,Yes,4.3,Poor,10,No,1.1,High,42,8
343,64,Male,Senior,Working,Education,9.0,2.2,2.7,6.3,No,4.3,Poor,3,Yes,0.2,Low,78,2
344,53,Male,Adult,Working,Government,3.2,3.5,3.5,0.5,Yes,4.1,Poor,7,No,0.3,High,9,2
345,64,Female,Senior,Working,IT Services,2.2,4.4,3.0,0.5,Yes,8.3,Good,4,No,0.4,Medium,79,5
346,27,Female,Adult,Working,Corporate,7.0,3.6,4.7,2.3,No,7.7,Good,2,Yes,1.2,High,41,9
347,58,Male,Adult,Non-Working,Unemployed,8.2,0.9,2.6,5.6,Yes,6.9,Average,7,Yes,1.2,High,46,5
348,74,Female,Senior,Non-Working,Retired,5.2,3.3,4.6,0.6,No,6.0,Average,10,No,0.2,Medium,49,3
349,51,Female,Adult,Working,Education,9.5,4.4,3.8,5.7,Yes,6.6,Average,10,Yes,1.0,Low,66,2
350,26,Female,Adult,Working,Business,2.3,4.8,1.8,0.5,Yes,5.4,Average,7,No,1.4,Low,33,3
351,37,Male,Adult,Working,IT Services,2.4,2.9,5.0,0.5,No,5.6,Average,5,No,1.8,Medium,79,2
352,52,Male,Adult,Working,Government,5.3,1.0,3.0,2.3,Yes,6.5,Average,7,No,1.9,Medium,54,6
353,59,Female,Adult,Working,Corporate,7.9,3.3,4.3,3.6,No,6.1,Average,8,Yes,1.6,Low,29,3
354,42,Male,Adult,Non-Working,Homemaker,5.2,2.3,2.0,3.2,Yes,4.8,Poor,1,No,1.3,Low,36,7
355,65,Female,Senior,Non-Working,Homemaker,9.4,1.7,4.0,5.4,No,7.4,Good,10,Yes,1.6,Medium,55,6
356,73,Female,Senior,Non-Working,Homemaker,8.2,3.2,1.3,6.9,No,5.5,Average,8,Yes,2.0,Low,54,3
357,15,Female,Teen,Non-Working,Retired,3.8,2.3,1.6,2.2,No,5.9,Average,10,No,0.2,High,34,10
358,56,Female,Adult,Working,Business,4.9,4.0,2.3,2.6,Yes,8.0,Good,1,No,0.6,Low,76,4
